-1.367188	1.562500	0.000000	0.000000
0.585938	-0.781250	0.000000	0.000000
2.734375	2.148438	0.000000	0.000000
3.515625	0.390625	0.000000	0.000000
-3.515625	-2.148438	0.000000	1.000000
-3.515625	0.781250	0.000000	2.000000
0.781250	3.515625	0.000000	3.000000
-0.585938	0.781250	0.000000	4.000000
0.585938	0.390625	0.000000	4.000000
0.585938	1.367188	0.000000	4.000000
1.757812	-0.585938	0.000000	4.000000
1.757812	1.953125	0.000000	4.000000
2.734375	-0.195312	0.000000	4.000000
2.734375	1.171875	0.000000	4.000000
-3.710938	-1.367188	0.000000	5.000000
-3.515625	-0.195312	0.000000	5.000000
-1.757812	0.585938	0.000000	5.000000
2.343750	-1.367188	0.000000	5.000000
-4.687500	-0.390625	0.000000	6.000000
0.781250	2.343750	0.000000	6.000000
-2.734375	0.195312	0.000000	7.000000
2.148438	-2.343750	0.000000	8.000000
3.125000	-1.953125	0.000000	8.000000
