-4.296875	0.781250	0.000000	0.000000
4.687500	-0.390625	0.000000	0.000000
-1.562500	0.781250	0.000000	1.000000
-0.390625	-0.976562	0.000000	1.000000
1.953125	-0.976562	0.000000	1.000000
3.125000	0.976562	0.000000	1.000000
-3.515625	0.195312	0.000000	6.000000
-2.148438	0.195312	0.000000	6.000000
-0.976562	0.000000	0.000000	6.000000
2.539062	0.000000	0.000000	6.000000
3.710938	0.195312	0.000000	6.000000
-2.929688	-0.781250	0.000000	8.000000
0.000000	0.000000	0.000000	8.000000
1.367188	0.000000	0.000000	8.000000
