-1.171875	-0.195312	0.000000	6.000000
0.195312	-2.343750	0.000000	6.000000
0.195312	0.585938	0.000000	6.000000
0.390625	1.953125	0.000000	6.000000
0.390625	3.125000	0.000000	6.000000
1.367188	-1.757812	0.000000	6.000000
1.367188	-0.390625	0.000000	6.000000
-0.976562	-1.562500	0.000000	7.000000
-2.148438	0.585938	0.000000	8.000000
-1.953125	-1.953125	0.000000	1.000000
0.000000	-3.320312	0.000000	1.000000
0.390625	4.101562	0.000000	1.000000
2.148438	-2.343750	0.000000	1.000000
2.343750	0.195312	0.000000	1.000000
